Isolate_Id,Isolate_Name
EPI_ISL_18132881,A/Bald_Eagle/Michigan/USDA-011517-007/2022
EPI_ISL_18132884,A/Bald_Eagle/Michigan/USDA-011517-006/2022
EPI_ISL_18132888,A/Bald_Eagle/Michigan/USDA-011517-002/2022
EPI_ISL_18132912,A/Bald_Eagle/Indiana/USDA-013058-001/2022
EPI_ISL_18133147,A/Backyard_bird/Wisconsin/USDA-011213-001/2022
EPI_ISL_18133182,A/Backyard_bird/Minnesota/USDA-010928-003/2022
EPI_ISL_18133185,A/Backyard_bird/Minnesota/USDA-010928-002/2022
EPI_ISL_18133193,A/Backyard_bird/Minnesota/USDA-010928-001/2022
EPI_ISL_18133215,A/Backyard_bird/Michigan/USDA-011121-002/2022
EPI_ISL_18133219,A/Backyard_bird/Michigan/USDA-011121-001/2022
EPI_ISL_18133305,A/Herring_Gull/Michigan/USDA-011517-004/2022
EPI_ISL_18133460,A/Great_Horned_Owl/North_Dakota/USDA-011571-001/2022
EPI_ISL_18133481,A/goose/Montana/USDA-011285-001/2022
EPI_ISL_18133486,A/Great_Horned_Owl/Minnesota/USDA-012007-001/2022
EPI_ISL_18133500,A/Great_Horned_Owl/Minnesota/USDA-011586-004/2022
EPI_ISL_18133503,A/Great_Horned_Owl/Minnesota/USDA-011586-001/2022
EPI_ISL_18133507,A/Great_Horned_Owl/Colorado/USDA-011558-001/2022
EPI_ISL_19151569,A/American_Crow/MB/FAV-0275-1/2022
EPI_ISL_19151570,A/American_Crow/PE/FAV-0252-1/2022
EPI_ISL_19151571,A/American_Crow/SK/FAV-0268-27/2022
EPI_ISL_19151572,A/Canada_Goose/AB/FAV-0918-1/2022
EPI_ISL_19151573,A/Canada_Goose/AB/FAV-0918-2/2022
EPI_ISL_19151574,A/Canada_Goose/NB/FAV-0465-1/2022
EPI_ISL_19151575,A/Canada_Goose/ON/FAV-0282-2/2022
EPI_ISL_19151576,A/Canada_Goose/ON/FAV-0282-4/2022
EPI_ISL_19151577,A/Great_Horned_Owl/SK/FAV-0575-11/2022
EPI_ISL_19151578,A/Red-Tailed_Hawk/ON/FAV-0273-1/2022
EPI_ISL_19151650,A/Rock_Pigeon/SK/FAV-0268-25/2022
EPI_ISL_19151651,A/Turkey_Vulture/ON/FAV-0282-8/2022
EPI_ISL_19605186,A/wood_duck/Wisconsin/22-012387-001/2022
EPI_ISL_19605189,A/wood_duck/Wisconsin/22-013269-001/2022
EPI_ISL_19607624,A/hooded_merganser/Wisconsin/22-012388-001/2022
EPI_ISL_13114176,A/Broiler_chicken/BC/FAV-0228-OS/2022
EPI_ISL_15004395,A/pheasant/South_Dakota/22-011098-001/2022
EPI_ISL_15004410,A/chicken/North_Dakota/22-011286-001/2022
EPI_ISL_15844573,A/Broiler_Chicken/BC/FAV-0228/2022_(H5N1)
EPI_ISL_16014112,A/Red_Fox/ON/FAV-0300-01/2022
EPI_ISL_16101522,A/turkey/Minnesota/22-011337-001/2022
EPI_ISL_16101523,A/turkey/Minnesota/22-011337-002/2022
EPI_ISL_16101524,A/turkey/Minnesota/22-011338-001/2022
EPI_ISL_16101525,A/turkey/Minnesota/22-011338-002/2022
EPI_ISL_16101526,A/domestic_duck/Indiana/22-011343-001/2022
EPI_ISL_18132258,A/turkey_Vulture/Vermont/USDA-011552-001/2022
EPI_ISL_18132273,A/turkey_Vulture/New_York/USDA-011863-001/2022
EPI_ISL_18132348,A/Pheasant/South_Dakota/USDA-011098-001/2022
EPI_ISL_18132365,A/Red-tailed_Hawk/Minnesota/USDA-012031-001/2022
EPI_ISL_18132522,A/Wild_turkey/Montana/USDA-012657-001/2022
EPI_ISL_18132526,A/Wild_turkey/Montana/USDA-012657-002/2022
EPI_ISL_18132571,A/Wild_turkey/Wyoming/USDA-011430-001/2022
EPI_ISL_18132639,A/chicken/North_Dakota/USDA-011286-001/2022
EPI_ISL_18132649,A/turkey/Minnesota/USDA-011338-003/2022
EPI_ISL_18132653,A/turkey/Minnesota/USDA-011338-002/2022
EPI_ISL_18132657,A/turkey/Minnesota/USDA-011338-001/2022
EPI_ISL_18132661,A/turkey/Minnesota/USDA-011337-001/2022
EPI_ISL_18132893,A/Bald_Eagle/New_York/USDA-012661-001/2022
EPI_ISL_18133160,A/American_White_Pelican/Iowa/USDA-011101-007/2022
EPI_ISL_18133164,A/American_White_Pelican/Iowa/USDA-011101-003/2022
EPI_ISL_18133168,A/American_White_Pelican/Iowa/USDA-011101-001/2022
EPI_ISL_18133272,A/Hooded_Merganser/Minnesota/USDA-012024-001/2022
EPI_ISL_18133353,A/Duck/Indiana/USDA-011343-001/2022
EPI_ISL_18133440,A/Great_Horned_Owl/Minnesota/USDA-012032-001/2022
EPI_ISL_19151652,A/Bald_Eagle/NB/FAV-0746-1/2022
EPI_ISL_19151653,A/Cackling_Goose/QC/FAV-0262-2/2022
EPI_ISL_19151654,A/Chicken/AB/FAV-0236-16/2022
EPI_ISL_19151655,A/Chicken/AB/FAV-0236-19/2022
EPI_ISL_19151656,A/Duck/QC/FAV-0233-121/2022
EPI_ISL_19151657,A/Duck/QC/FAV-0233-125/2022
EPI_ISL_19151658,A/Duck/QC/FAV-0233-130/2022
EPI_ISL_19151659,A/Duck/QC/FAV-0233-131/2022
EPI_ISL_19151660,A/Great_Horned_Owl/MB/FAV-0303-13/2022
EPI_ISL_19151661,A/Red_Fox/ON/FAV-0300-2/2022
EPI_ISL_19151662,A/Rosss_Goose/SK/FAV-0802-13/2022
EPI_ISL_19151663,A/Turkey_Vulture/QC/FAV-0262-1/2022
EPI_ISL_19604233,A/pelican/Iowa/22-011101-009/2022
EPI_ISL_19604284,A/pelican/Iowa/22-011101-008/2022
EPI_ISL_19604333,A/pelican/Iowa/22-011101-006/2022
EPI_ISL_19604821,A/turkey_vulture/Wisconsin/22-012392-001/2022
EPI_ISL_19605187,A/wood_duck/Wisconsin/22-012391-001/2022
EPI_ISL_15004411,A/chicken/Wisconsin/22-011334-002/2022
EPI_ISL_15004412,A/chicken/Wisconsin/22-011334-003/2022
EPI_ISL_15078237,A/Canada_goose/Wyoming/22-011671-001/2022
EPI_ISL_16014445,A/Red_Fox/ON/FAV-0300-06/2022
EPI_ISL_16101521,A/chicken/Idaho/22-011336-001/2022
EPI_ISL_16102154,A/turkey/Wisconsin/22-011508-001/2022
EPI_ISL_16102155,A/turkey/Wisconsin/22-011508-002/2022
EPI_ISL_16102156,A/domestic_duck/Michigan/22-011521-001/2022
EPI_ISL_16102157,A/chicken/Michigan/22-011521-003/2022
EPI_ISL_16102158,A/chicken/Michigan/22-011521-004/2022
EPI_ISL_16102159,A/quail/Michigan/22-011521-005/2022
EPI_ISL_16102165,A/chicken/Michigan/22-011627-001/2022
EPI_ISL_18132361,A/Red-tailed_Hawk/Minnesota/USDA-012416-001/2022
EPI_ISL_18132385,A/Muscovy_Duck/Florida/USDA-011808-004/2022
EPI_ISL_18132389,A/Muscovy_Duck/Florida/USDA-011808-002/2022
EPI_ISL_18132393,A/Muscovy_Duck/Florida/USDA-011808-001/2022
EPI_ISL_18132433,A/Red-tailed_Hawk/Iowa/USDA-011298-001/2022
EPI_ISL_18132495,A/turkey/Wisconsin/USDA-011508-001/2022
EPI_ISL_18132516,A/Vulture/Wyoming/USDA-011672-001/2022
EPI_ISL_18132573,A/chicken/Idaho/USDA-011336-001/2022
EPI_ISL_18132578,A/chicken/Wisconsin/USDA-011334-002/2022
EPI_ISL_18132609,A/Vulture/Florida/USDA-012327-004/2022
EPI_ISL_18132613,A/Vulture/Florida/USDA-012327-003/2022
EPI_ISL_18132617,A/Vulture/Florida/USDA-012327-002/2022
EPI_ISL_18132621,A/Vulture/Florida/USDA-012327-001/2022
EPI_ISL_18132652,A/chicken/Michigan/USDA-011627-001/2022
EPI_ISL_18132916,A/Bald_Eagle/Indiana/USDA-011948-002/2022
EPI_ISL_18132920,A/Bald_Eagle/Indiana/USDA-011948-001/2022
EPI_ISL_18132934,A/Black_Vulture/Florida/USDA-011810-001/2022
EPI_ISL_18132947,A/Bald_Eagle/Ohio/USDA-011360-001/2022
EPI_ISL_18133110,A/Backyard_bird/Michigan/USDA-011521-001/2022
EPI_ISL_18133154,A/Backyard_bird/Michigan/USDA-011521-003/2022
EPI_ISL_18133158,A/Backyard_bird/Michigan/USDA-011521-005/2022
EPI_ISL_18133189,A/Backyard_bird/Michigan/USDA-011521-004/2022
EPI_ISL_18133371,A/goose/Wyoming/USDA-011671-001/2022
EPI_ISL_18133432,A/Great_Horned_Owl/Minnesota/USDA-012414-001/2022
EPI_ISL_18133492,A/Great_Horned_Owl/Wyoming/USDA-011875-001/2022
EPI_ISL_19151664,A/American_Crow/SK/FAV-1091-2/2022
EPI_ISL_19151665,A/Duck/ON/FAV-0237-2/2022
EPI_ISL_19151666,A/Duck/ON/FAV-0237-3/2022
EPI_ISL_19151667,A/Mixed/QC/FAV-0238-121/2022
EPI_ISL_19151668,A/Mixed/QC/FAV-0238-134/2022
EPI_ISL_19151669,A/Mixed/QC/FAV-0238-145/2022
EPI_ISL_19151670,A/Mixed/QC/FAV-0238-147/2022
EPI_ISL_19151671,A/Turkey_Vulture/ON/FAV-0282-9/2022
EPI_ISL_19151672,A/Turkey_Vulture/QC/FAV-0306-2/2022
EPI_ISL_19604309,A/merganser/Wisconsin/22-013267-001/2022
EPI_ISL_19604317,A/muscovy_duck/Florida/22-011808-003/2022
EPI_ISL_15077371,A/chicken/Idaho/22-011347-004/2022
EPI_ISL_16101527,A/chicken/Idaho/22-011347-002/2022
EPI_ISL_16101528,A/chicken/Utah/22-011468-001/2022
EPI_ISL_16101529,A/chicken/Utah/22-011468-002/2022
EPI_ISL_16102160,A/chicken/Michigan/22-011526-001/2022
EPI_ISL_16102161,A/domestic_duck/Michigan/22-011526-002/2022
EPI_ISL_16102162,A/chicken/Michigan/22-011526-003/2022
EPI_ISL_16102163,A/chicken/Pennsylvania/22-011531-001/2022
EPI_ISL_16102164,A/chicken/Pennsylvania/22-011531-002/2022
EPI_ISL_16102265,A/turkey/Minnesota/22-011795-001/2022
EPI_ISL_17260683,A/fisher/Wisconsin/22-019946-001/2022
EPI_ISL_18132294,A/Snowy_Owl/Michigan/USDA-012056-004/2022
EPI_ISL_18132369,A/Red-tailed_Hawk/Minnesota/USDA-012030-001/2022
EPI_ISL_18132418,A/Ross's_Goose/Minnesota/USDA-012029-001/2022
EPI_ISL_18132436,A/Red-tailed_Hawk/Indiana/USDA-011949-002/2022
EPI_ISL_18132440,A/Red-tailed_Hawk/Indiana/USDA-011949-001/2022
EPI_ISL_18132529,A/Wood_Duck/Minnesota/USDA-012022-002/2022
EPI_ISL_18132546,A/Wood_Duck/Michigan/USDA-012056-009/2022
EPI_ISL_18132561,A/chicken/Idaho/USDA-011347-005/2022
EPI_ISL_18132565,A/chicken/Idaho/USDA-011347-004/2022
EPI_ISL_18132567,A/Wild_turkey/Wyoming/USDA-011876-001/2022
EPI_ISL_18132569,A/chicken/Idaho/USDA-011347-002/2022
EPI_ISL_18132595,A/Wild_turkey/Wyoming/USDA-011876-002/2022
EPI_ISL_18132596,A/chicken/Utah/USDA-011468-002/2022
EPI_ISL_18132600,A/chicken/Utah/USDA-011468-001/2022
EPI_ISL_18132619,A/chicken/Pennsylvania/USDA-011531-006/2022
EPI_ISL_18132623,A/chicken/Pennsylvania/USDA-011531-005/2022
EPI_ISL_18132626,A/chicken/Pennsylvania/USDA-011531-001/2022
EPI_ISL_18132714,A/turkey/Minnesota/USDA-011795-001/2022
EPI_ISL_18132786,A/Bald_Eagle/Minnesota/USDA-012028-001/2022
EPI_ISL_18132794,A/Bald_Eagle/Minnesota/USDA-011695-001/2022
EPI_ISL_18132878,A/Bald_Eagle/Michigan/USDA-012056-001/2022
EPI_ISL_18133217,A/Backyard_bird/Michigan/USDA-011526-003/2022
EPI_ISL_18133221,A/Backyard_bird/Michigan/USDA-011526-002/2022
EPI_ISL_18133224,A/Backyard_bird/Michigan/USDA-011526-001/2022
EPI_ISL_18133275,A/Hooded_Merganser/Michigan/USDA-012056-002/2022
EPI_ISL_18133300,A/Herring_Gull/Michigan/USDA-012056-005/2022
EPI_ISL_18133444,A/Great_Horned_Owl/Minnesota/USDA-012026-001/2022
EPI_ISL_18133515,A/Great_Horned_Owl/Michigan/USDA-012056-006/2022
EPI_ISL_19151673,A/American_Crow/SK/FAV-0289-3/2022
EPI_ISL_19151674,A/Canada_Goose/QC/FAV-0492-1/2022
EPI_ISL_19151675,A/Canada_Goose/QC/FAV-0559-1/2022
EPI_ISL_19151676,A/Green-Winged_Teal/ON/FAV-0274-2/2022
EPI_ISL_19151677,A/Rosss_Goose/SK/FAV-0575-33/2022
EPI_ISL_19151678,A/Snow_Goose/SK/FAV-0575-1/2022
EPI_ISL_19151679,A/Snow_Goose/SK/FAV-0575-2/2022
EPI_ISL_19151680,A/Snow_Goose/SK/FAV-0575-29/2022
EPI_ISL_19151681,A/Turkey_Vulture/ON/FAV-0282-6/2022
EPI_ISL_19151682,A/Turkey_Vulture/ON/FAV-0282-7/2022
EPI_ISL_19151683,A/Turkey_Vulture/QC/FAV-0619-1/2022
EPI_ISL_19605193,A/wood_duck/Wisconsin/22-014367-001/2022
EPI_ISL_19606574,A/american_white_pelican/Wisconsin/22-012396-001/2022
EPI_ISL_19607393,A/great_horned_owl/Michigan/22-012056-007/2022
EPI_ISL_15063839,A/bald_eagle/Virginia/W22-306/2022
EPI_ISL_15077376,A/black_vulture/Florida/22-012331-001/2022
EPI_ISL_16102170,A/turkey/Minnesota/22-011787-001/2022
EPI_ISL_16102171,A/turkey/Minnesota/22-011787-002/2022
EPI_ISL_16102174,A/turkey/Minnesota/22-011790-002/2022
EPI_ISL_16102227,A/turkey/Minnesota/22-011791-003/2022
EPI_ISL_16102228,A/turkey/Minnesota/22-011791-004/2022
EPI_ISL_16102229,A/turkey/Minnesota/22-011792-001/2022
EPI_ISL_16102230,A/turkey/Minnesota/22-011792-002/2022
EPI_ISL_16102261,A/turkey/Minnesota/22-011793-001/2022
EPI_ISL_16102262,A/turkey/Minnesota/22-011793-002/2022
EPI_ISL_16102275,A/chicken/Colorado/22-011826-001/2022
EPI_ISL_16102276,A/chicken/Colorado/22-011826-002/2022
EPI_ISL_16102277,A/Indian_Runner_duck/Colorado/22-011827-001/2022
EPI_ISL_16102278,A/chicken/Colorado/22-011827-002/2022
EPI_ISL_16243253,A/fox/New_York/22-015063-001/2022
EPI_ISL_16248229,A/Red_fox/ON/FAV-0301-05/2022
EPI_ISL_17393093,A/Red_Fox/ON/FAV-0301-05/2022
EPI_ISL_18132372,A/Red-tailed_Hawk/Minnesota/USDA-011871-013/2022
EPI_ISL_18132375,A/Red-tailed_Hawk/Minnesota/USDA-011871-004/2022
EPI_ISL_18132378,A/Red-tailed_Hawk/Minnesota/USDA-011871-001/2022
EPI_ISL_18132427,A/Peregrine_Falcon/Iowa/USDA-012093-001/2022
EPI_ISL_18132461,A/chicken/Colorado/USDA-011826-002/2022
EPI_ISL_18132465,A/chicken/Colorado/USDA-011826-001/2022
EPI_ISL_18132489,A/Wood_Duck/Minnesota/USDA-012773-003/2022
EPI_ISL_18132645,A/turkey/Minnesota/USDA-011787-001/2022
EPI_ISL_18132675,A/turkey/Minnesota/USDA-011787-002/2022
EPI_ISL_18132710,A/turkey/Minnesota/USDA-011793-002/2022
EPI_ISL_18132741,A/turkey/Minnesota/USDA-011792-004/2022
EPI_ISL_18132745,A/turkey/Minnesota/USDA-011792-003/2022
EPI_ISL_18132749,A/turkey/Minnesota/USDA-011792-002/2022
EPI_ISL_18132753,A/turkey/Minnesota/USDA-011792-001/2022
EPI_ISL_18132757,A/turkey/Minnesota/USDA-011791-005/2022
EPI_ISL_18132759,A/turkey/Minnesota/USDA-011793-001/2022
EPI_ISL_18132761,A/turkey/Minnesota/USDA-011791-003/2022
EPI_ISL_18132765,A/turkey/Minnesota/USDA-011790-002/2022
EPI_ISL_18132928,A/Black_Vulture/Florida/USDA-012334-001/2022
EPI_ISL_18132931,A/Black_Vulture/Florida/USDA-012331-001/2022
EPI_ISL_18133004,A/Backyard_bird/Colorado/USDA-011827-002/2022
EPI_ISL_18133008,A/Backyard_bird/Colorado/USDA-011827-001/2022
EPI_ISL_18133050,A/Barred_Owl/Minnesota/USDA-011871-010/2022
EPI_ISL_18133485,A/Great_Horned_Owl/Minnesota/USDA-011871-011/2022
EPI_ISL_18133488,A/Great_Horned_Owl/Minnesota/USDA-011871-009/2022
EPI_ISL_18133491,A/Great_Horned_Owl/Minnesota/USDA-011871-008/2022
EPI_ISL_18133494,A/Great_Horned_Owl/Minnesota/USDA-011871-006/2022
EPI_ISL_18133497,A/Great_Horned_Owl/Minnesota/USDA-011871-002/2022
EPI_ISL_18133516,A/Great_Horned_Owl/Minnesota/USDA-011871-014/2022
EPI_ISL_18133517,A/Great_Horned_Owl/Iowa/USDA-011678-001/2022
EPI_ISL_18133518,A/Great_Horned_Owl/Minnesota/USDA-011871-012/2022
EPI_ISL_19151684,A/Bald_Eagle/ON/FAV-0301-4/2022
EPI_ISL_19151685,A/Red-Tailed_Hawk/ON/FAV-0301-2/2022
EPI_ISL_19607147,A/bald_eagle/Minnesota/22-011871-007/2022
EPI_ISL_19607851,A/canada_goose/Idaho/22-014401-002/2022
EPI_ISL_19608063,A/canada_goose/Wisconsin/22-012383-001/2022
EPI_ISL_19775401,A/Canada_Goose/ON/FAV-0171-6/2023
EPI_ISL_15077377,A/black_vulture/Florida/22-012333-001/2022
EPI_ISL_16014448,A/Red_Fox/ON/FAV-0531/2022
EPI_ISL_16102166,A/chicken/Pennsylvania/22-011767-001/2022
EPI_ISL_16102263,A/turkey/Minnesota/22-011794-001/2022
EPI_ISL_16102264,A/turkey/Minnesota/22-011794-002/2022
EPI_ISL_18039387,A/Black_Vulture/Florida/22-012333-001/2022
EPI_ISL_18132615,A/chicken/Pennsylvania/USDA-011767-001/2022
EPI_ISL_18132812,A/turkey/Minnesota/USDA-011794-001/2022
EPI_ISL_18132962,A/Black_Vulture/Florida/USDA-012333-001/2022
EPI_ISL_19151686,A/Canada_Goose/ON/FAV-0560-1/2022
EPI_ISL_19151687,A/Green-Winged_Teal/ON/FAV-0274-1/2022
EPI_ISL_19151688,A/Turkey_Vulture/ON/FAV-0301-3/2022
EPI_ISL_19765918,A/chicken/Pennsylvania/22-011531-003/2022
EPI_ISL_19765919,A/chicken/Pennsylvania/22-011531-007/2022
EPI_ISL_16102172,A/turkey/Minnesota/22-011789-001/2022
EPI_ISL_16102173,A/turkey/Minnesota/22-011789-002/2022
EPI_ISL_16102266,A/turkey/Minnesota/22-011796-001/2022
EPI_ISL_16102267,A/turkey/Minnesota/22-011796-002/2022
EPI_ISL_16102281,A/duck/Indiana/22-011946-002/2022
EPI_ISL_16102282,A/duck/Indiana/22-011946-004/2022
EPI_ISL_16102283,A/turkey/Minnesota/22-012034-001/2022
EPI_ISL_18132641,A/turkey/Minnesota/USDA-011789-001/2022
EPI_ISL_18132769,A/turkey/Minnesota/USDA-011789-003/2022
EPI_ISL_18132796,A/turkey/Minnesota/USDA-012034-001/2022
EPI_ISL_18132800,A/turkey/Minnesota/USDA-011796-002/2022
EPI_ISL_18132804,A/turkey/Minnesota/USDA-011796-001/2022
EPI_ISL_18133434,A/Duck/Indiana/USDA-011946-004/2022
EPI_ISL_18133442,A/Duck/Indiana/USDA-011946-002/2022
EPI_ISL_19151689,A/Bald_Eagle/QC/FAV-0283-1/2022
EPI_ISL_19151690,A/Canada_Goose/QC/FAV-0829-14/2022
EPI_ISL_19151691,A/Common_Raven/SK/FAV-0289-1/2022
EPI_ISL_19151692,A/Great_Horned_Owl/ON/FAV-0282-10/2022
EPI_ISL_19151693,A/Great_Horned_Owl/QC/FAV-0307-1/2022
EPI_ISL_19151694,A/Great_Horned_Owl/SK/FAV-1470-6/2022
EPI_ISL_19151695,A/Herring_Gull/ON/FAV-0360-3/2022
EPI_ISL_19151696,A/Wood_Duck/ON/FAV-0320-9/2022
EPI_ISL_19607296,A/great_horned_owl/Wisconsin/22-013272-001/2022
EPI_ISL_15063841,A/muscovy_duck/Florida/W22-306/2022
EPI_ISL_15077375,A/red-shouldered_hawk/Minnesota/22-012000-004/2022
EPI_ISL_16102167,A/guinea_fowl/Idaho/22-011775-001/2022
EPI_ISL_16102168,A/chicken/Idaho/22-011775-002/2022
EPI_ISL_16102169,A/chicken/North_Dakota/22-011778-001/2022
EPI_ISL_16102279,A/chicken/Pennsylvania/22-011920-001/2022
EPI_ISL_16102280,A/chicken/Pennsylvania/22-011921-002/2022
EPI_ISL_16102926,A/turkey/Minnesota/22-012036-001/2022
EPI_ISL_16102927,A/turkey/Minnesota/22-012036-002/2022
EPI_ISL_16102930,A/chicken/Idaho/22-012045-001/2022
EPI_ISL_16102931,A/chicken/Idaho/22-012045-002/2022
EPI_ISL_16102932,A/duck/Idaho/22-012046-001/2022
EPI_ISL_16102933,A/goose/Idaho/22-012047-001/2022
EPI_ISL_18132464,A/Red-shouldered_Hawk/Minnesota/USDA-012000-004/2022
EPI_ISL_18132519,A/Vulture/Wyoming/USDA-012060-001/2022
EPI_ISL_18132532,A/Wood_Duck/Minnesota/USDA-012003-002/2022
EPI_ISL_18132534,A/Wood_Duck/Minnesota/USDA-012000-003/2022
EPI_ISL_18132540,A/chicken/Pennsylvania/USDA-011921-002/2022
EPI_ISL_18132611,A/chicken/Pennsylvania/USDA-011920-001/2022
EPI_ISL_18132792,A/turkey/Minnesota/USDA-012036-001/2022
EPI_ISL_18133009,A/Backyard_bird/Idaho/USDA-012045-002/2022
EPI_ISL_18133065,A/American_Crow/Minnesota/USDA-012003-001/2022
EPI_ISL_18133071,A/Backyard_bird/Idaho/USDA-011775-001/2022
EPI_ISL_18133074,A/Backyard_bird/Idaho/USDA-011775-002/2022
EPI_ISL_18133077,A/Backyard_bird/Idaho/USDA-012045-001/2022
EPI_ISL_18133177,A/Backyard_bird/North_Dakota/USDA-011778-001/2022
EPI_ISL_18133256,A/Mallard/Illinois/USDA-012772-001/2022
EPI_ISL_18133367,A/goose/Wyoming/USDA-012062-001/2022
EPI_ISL_18133390,A/goose/Vermont/USDA-012250-001/2022
EPI_ISL_18133436,A/Great_Horned_Owl/Minnesota/USDA-012305-001/2022
EPI_ISL_18133454,A/Duck/Idaho/USDA-012047-001/2022
EPI_ISL_18133458,A/Duck/Idaho/USDA-012046-001/2022
EPI_ISL_19151698,A/Red-Tailed_Hawk/SK/FAV-0289-4/2022
EPI_ISL_19151699,A/Red-Tailed_Hawk/SK/FAV-0575-12/2022
EPI_ISL_19605806,A/red_tailed_hawk/North_Dakota/22-012381-001/2022
EPI_ISL_19605807,A/red_tailed_hawk/North_Dakota/22-012382-001/2022
EPI_ISL_19607220,A/great_horned_owl/New_York/22-013870-001/2022
EPI_ISL_19607407,A/great_horned_owl/Idaho/22-013643-001/2022
EPI_ISL_15077373,A/chicken/Pennsylvania/22-012092-006/2022
EPI_ISL_15078261,A/chicken/Pennsylvania/22-012092-010/2022
EPI_ISL_16102928,A/chicken/Montana/22-012040-001/2022
EPI_ISL_16102929,A/mallard/Montana/22-012040-005/2022
EPI_ISL_16171247,A/chicken/Pennsylvania/22-012091-001/2022
EPI_ISL_16171248,A/chicken/Pennsylvania/22-012092-003/2022
EPI_ISL_16171249,A/chicken/Pennsylvania/22-012092-005/2022
EPI_ISL_16171250,A/turkey/North_Dakota/22-012099-001/2022
EPI_ISL_16171251,A/turkey/North_Dakota/22-012099-002/2022
EPI_ISL_16171252,A/chicken/North_Dakota/22-012100-001/2022
EPI_ISL_16171254,A/turkey/Minnesota/22-012123-001/2022
EPI_ISL_16171255,A/turkey/Minnesota/22-012125-001/2022
EPI_ISL_16171256,A/turkey/Minnesota/22-012125-002/2022
EPI_ISL_16171322,A/turkey/Minnesota/22-012126-002/2022
EPI_ISL_16171323,A/turkey/Minnesota/22-012126-003/2022
EPI_ISL_16171324,A/chicken/Pennsylvania/22-012248-001/2022
EPI_ISL_16171325,A/chicken/Pennsylvania/22-012248-003/2022
EPI_ISL_16171331,A/chicken/Colorado/22-012308-001/2022
EPI_ISL_16171332,A/chicken/Colorado/22-012308-002/2022
EPI_ISL_17260664,A/fox/Wisconsin/22-014746-007/2022
EPI_ISL_18132356,A/Peregrine_Falcon/Nebraska/USDA-012111-001/2022
EPI_ISL_18132449,A/chicken/Colorado/USDA-012308-003/2022
EPI_ISL_18132453,A/chicken/Colorado/USDA-012308-002/2022
EPI_ISL_18132457,A/chicken/Colorado/USDA-012308-001/2022
EPI_ISL_18132544,A/chicken/Pennsylvania/USDA-012091-001/2022
EPI_ISL_18132548,A/chicken/Pennsylvania/USDA-012092-003/2022
EPI_ISL_18132552,A/chicken/Pennsylvania/USDA-012092-005/2022
EPI_ISL_18132559,A/Wood_Duck/Minnesota/USDA-012670-002/2022
EPI_ISL_18132585,A/Wood_Duck/Minnesota/USDA-012670-001/2022
EPI_ISL_18132602,A/chicken/Montana/USDA-012040-003/2022
EPI_ISL_18132605,A/Vulture/Florida/USDA-012336-001/2022
EPI_ISL_18132606,A/chicken/Montana/USDA-012040-001/2022
EPI_ISL_18132612,A/chicken/Pennsylvania/USDA-012248-001/2022
EPI_ISL_18132616,A/chicken/Pennsylvania/USDA-012092-008/2022
EPI_ISL_18132620,A/chicken/Pennsylvania/USDA-012092-007/2022
EPI_ISL_18132778,A/turkey/Minnesota/USDA-012126-002/2022
EPI_ISL_18132781,A/turkey/Minnesota/USDA-012125-003/2022
EPI_ISL_18132784,A/turkey/Minnesota/USDA-012125-001/2022
EPI_ISL_18132788,A/turkey/Minnesota/USDA-012123-001/2022
EPI_ISL_18132808,A/turkey/Minnesota/USDA-012126-003/2022
EPI_ISL_18132826,A/turkey/North_Dakota/USDA-012099-003/2022
EPI_ISL_18132829,A/turkey/North_Dakota/USDA-012099-001/2022
EPI_ISL_18132905,A/Bald_Eagle/Nebraska/USDA-012052-001/2022
EPI_ISL_18132922,A/Black_Vulture/Florida/USDA-012335-001/2022
EPI_ISL_18133174,A/Backyard_bird/North_Dakota/USDA-012100-001/2022
EPI_ISL_18133420,A/Duck/Montana/USDA-012040-007/2022
EPI_ISL_18133423,A/Duck/Montana/USDA-012040-005/2022
EPI_ISL_19151700,A/Bald_Eagle/PE/FAV-0324-1/2022
EPI_ISL_19151701,A/Black-billed_Magpie/SK/FAV-0802-29/2022
EPI_ISL_19151702,A/Canada_Goose/AB/FAV-0505-5/2022
EPI_ISL_19151703,A/Chicken/SK/FAV-0265-1/2022
EPI_ISL_19151704,A/Chicken/SK/FAV-0265-2/2022
EPI_ISL_19151705,A/Duck/QC/FAV-0285-1/2022
EPI_ISL_19151706,A/Great_Horned_Owl/SK/FAV-0802-2/2022
EPI_ISL_19151707,A/Red-Tailed_Hawk/NS/FAV-0326-1/2022
EPI_ISL_19605194,A/wood_duck/Wisconsin/22-014374-001/2022
EPI_ISL_19605474,A/red_tailed_hawk/Wyoming/22-012708-001/2022
EPI_ISL_19606324,A/black_vulture/Maryland/22-020794-001original/2022
EPI_ISL_19608074,A/canada_goose/Washington/22-016064-001/2022
EPI_ISL_19608075,A/canada_goose/Washington/22-016064-002/2022
EPI_ISL_19765920,A/chicken/Pennsylvania/22-012092-009/2022
EPI_ISL_19765921,A/chicken/Pennsylvania/22-012092-011/2022
EPI_ISL_19765922,A/chicken/Pennsylvania/22-012092-012/2022
EPI_ISL_15078238,A/turkey/Iowa/22-012098-001/2022
EPI_ISL_16171326,A/turkey/Minnesota/22-012285-001/2022
EPI_ISL_16171327,A/turkey/Minnesota/22-012285-002/2022
EPI_ISL_16171328,A/turkey/Minnesota/22-012286-001/2022
EPI_ISL_16171329,A/turkey/Minnesota/22-012286-002/2022
